watersysteem_id;locatie_naam;locatie_code;locatie_omschrijving;geometry
Kanaal Wessem-Nederweert;Panheel, gemaal;panheel.gemaal;Panheel, gemaal;c(5.8563, 51.176547)
Kanaal Wessem-Nederweert;Panheel, sluis, inlaat;panheel.sluis.inlaat;NettobalansIN;c(5.8563, 51.176542)
Kanaal Wessem-Nederweert;Panheel, sluis, uitlaat;panheel.sluis.uitlaat;NettobalansUIT;c(5.8563, 51.176542)
Kanaal Wessem-Nederweert;Panheel boven;panheel.sluis.boven;km 3,25;c(5.856013, 51.176126)
Lateraal kanaal;Heel boven;heel.kanaal;km 67,34;c(5.918, 51.1743)
Lateraal kanaal;Heel beneden;heel.maas;km 85,08;c(5.9195, 51.1765)
Noord;Alblasserdam;alblasserdam;rechteroever nabij brug;c(4.656146, 51.856606)
Noordervaart;Nederweert-Eind;nederweerteind.noordervaart;Nederweert-Eind;c(5.77045, 51.28051)
Noordzee;Neeltje Jans, badstrand;neeltjejans.badstrand;Neeltje Jans, badstrand;c(3.707639, 51.642656)
Noordzee;Zandmotor Lagune;kijkduin.zandmotor.lagune;Zandmotor Lagune;c(4.191399, 52.054397)
Noordzee;Zandmotor, Lagune;zandmotor.lagune;Zandmotor, Lagune;c(4.194816, 52.05587)
Noordzee;Scheveningen, Zuiderstrand;scheveningen.zuiderstrand;Scheveningen, Zuiderstrand;c(4.246922, 52.091658)
Noordzee;Terschelling, Badstrand West aan Zee;terschelling.badstrandwestaanzee;Terschelling, Badstrand West aan Zee;c(5.251798, 53.405252)
Noordzee;Tweede Maasvlakte, Badstrand;tweedemaasvlakte.badstrand;Tweede Maasvlakte, Badstrand;c(3.978392, 51.926613)
Noordzee;Callantsoog;callantsoog;Callantsoog;c(4.688827, 52.837511)
Noordzee;Grote Vlak;grotevlak;Grote Vlak;c(4.708013, 53.025892)
Noordzee;Noordwijk aan Zee, Boulevard;noordwijkaanzee.boulevard;Noordwijk aan Zee, Boulevard;c(4.424869, 52.243415)
Noordzee;Vlieland, Badstrand 't Badhuis;vlieland.badstrandtbadhuis;Vlieland, Badstrand 't Badhuis;c(5.051838, 53.304982)
Noordzee;Kijkduin;kijkduin;Kijkduin;c(4.218659, 52.070859)
Noordzee;Camperduin;camperduin;Camperduin;c(4.635916, 52.714184)
Noordzee;Ameland, Nes, badstrand;ameland.nes.badstrand;Ameland, Nes, badstrand;c(5.778186, 53.462079)
Noordzee;Brouwersdam, Kabbelaarsbank;brouwersdam.kabbelaarsbank;Brouwersdam, Kabbelaarsbank;c(3.843696, 51.763016)
Noordzee;De Krim;dekrim;De Krim;c(4.819031, 53.164407)
Noordzee;Badstrand Buren, Ameland;badstrandburen.ameland;Badstrand Buren, Ameland;c(5.809289, 53.463349)
Noordzee;Scharendijke, Ellemeet badstrand;scharendijke.ellemeetbadstrand;Scharendijke, Ellemeet badstrand;c(3.818102, 51.740741)
Noordzee;Badstrand Hoorn, Terschelling;badstrandhoorn.terschelling;Badstrand Hoorn, Terschelling;c(5.342075, 53.416362)
Noordzee;West Nieuwland;westnieuwland;West Nieuwland;c(3.86466, 51.785765)
Noordzee;De Koog;dekoog;De Koog;c(4.754129, 53.103606)
Noordzee;Badstrand Prins Bernhardweg, Schiermonnikoog;badstrandprinsbernhardweg.schiermonnikoog;Badstrand Prins Bernhardweg, Schiermonnikoog;c(6.190084, 53.503886)
Noordzee;Hollum, badstrand;hollum.badstrand;Hollum, badstrand;c(5.612977, 53.44996)
Noordzee;Ballum badstrand;ballum.badstrand;Ballum badstrand;c(5.6958763, 53.4659132)
Noordzee;Terschelling, 10 km uit de kust;terschelling.10kmuitdekust;Terschelling, 10 km uit de kust;c(5.09952, 53.460377)
Noordzee;Walcheren, 2 km uit de kust;walcheren.2kmuitdekust;Walcheren, 2 km uit de kust;c(3.409531, 51.548074)
Noordzee;Terschelling, 235 km uit de kust;terschelling.235kmuitdekust;Terschelling, 235 km uit de kust;c(3.156081, 55.171526)
Noordzee;Noordwijk, 70 km uit de kust;noordwijk.70kmuitdekust;Noordwijk, 70 km uit de kust;c(3.53006, 52.585331)
Noordzee;Noordwijk, 2 km uit de kust Flachsee;noordwijk.2kmuitdekust.flachsee;Flachseemeting;c(4.412317, 52.253814)
Noordzee;Terschelling, 175 km uit de kust;terschelling.175kmuitdekust;Terschelling, 175 km uit de kust;c(3.690277, 54.718461)
Noordzee;Noordwijk, 20 km uit de kust;noordwijk.20kmuitdekust;Noordwijk, 20 km uit de kust;c(4.173695, 52.340886)
Noordzee;Terschelling, 50 km uit de kust;terschelling.50kmuitdekust;Terschelling, 50 km uit de kust;c(4.765613, 53.766773)
Noordzee;Terschelling, 100 km uit de kust;terschelling.100kmuitdekust;Terschelling, 100 km uit de kust;c(4.34059, 54.148726)
Noordzee;Walcheren, 70 km uit de kust;walcheren.70kmuitdekust;Walcheren, 70 km uit de kust;c(2.677835, 51.956135)
Noordzee;Goeree 2 km uit de kust;goeree2kmuitdekust;Goeree 2 km uit de kust;c(3.915502, 51.846089)
Noordzee;Walcheren, 20 km uit de kust;walcheren.20kmuitdekust;Walcheren, 20 km uit de kust;c(3.219245, 51.657798)
Noordzee;Goeree 6 km uit de kust;goeree6kmuitdekust;Goeree 6 km uit de kust;c(3.872311, 51.868923)
Noordzee;Noordwijk, 10 km uit de kust Flachsee;noordwijk.10kmuitdekust.flachsee;Flachseemeting;c(4.305106, 52.290014)
Noordzee;Terschelling, 135 km uit de kust;terschelling.135kmuitdekust;Terschelling, 135 km uit de kust;c(4.03974, 54.414843)
Noordzee;Schouwen, 10 km uit de kust;schouwen.10kmuitdekust;Schouwen, 10 km uit de kust;c(3.493973, 51.719192)
Noordzee;Bleekersvallei;bleekersvallei;Bleekersvallei;c(4.725084, 53.069571)
Noordzee;Rockanje, 2e Slag;rockanje.2eslag;Rockanje, 2e Slag;c(4.048874, 51.867792)
Noordzee;Oosterschelde, 4;oosterschelde.4;voorheen Schaar;c(3.69342, 51.65514)
Noordzee;Vlakte van de Raan, punt 02;vlaktevanderaan.2;Vlakte van de Raan, punt 02;c(3.24204, 51.502702)
Noordzee;Schouwenbank, 1;schouwenbank.1;Anchor South, wrakkenboei;c(3.305423, 51.745871)
Noordzee;Domburger Rassen;domburgerrassen;Domburger Rassen;c(3.399065, 51.619433)
Noordzee;Cadzand, 1;cadzand.1;voorheen punt 02;c(3.368697, 51.390145)
Noordzee;Schouwenbank, 2;schouwenbank.2;Noordzee, Schouwenbank, Anchor South;c(3.3062, 51.7438)
Noordzee;Brouwersdam Brouwershavense Gat 2;brouwersdam.brouwershavensegat.2;Brouwersdam Brouwershavense Gat 2;c(3.621747, 51.766527)
Noordzee;Boomkensdiep;boomkensdiep;Boomkensdiep;c(5.167224, 53.378964)
Noordzee;Stellendam, buiten;stellendam.buiten;meetboei;c(4.042533, 51.8317)
Noordzee;Vlakte van de Raan;vlaktevanderaan;Vlakte van de Raan;c(3.242164, 51.503721)
Noordzee;Brouwershavensche Gat 08;brouwershavensche.gat.08;Brouwershavensche Gat 08;c(3.81148391, 51.75075645)
Noordzee;Brouwersdam Brouwershavense Gat 8;brouwersdam.brouwershavensegat.8;Brouwersdam Brouwershavense Gat 8;c(3.81472, 51.74644)
Noordzee;Haringvliet, punt 10;haringvliet.10;Haringvliet, punt 10;c(3.860561, 51.862779)
Noordzee;IJGeul, 1;ijgeul.1;voorheen IJmuiden stroommeetpaal;c(4.517596, 52.463943)
Noordzee;IJmuiden, stroommeetpaal, BACKUP;ijmuiden.stroommeetpaal.backup;IJmuiden, stroommeetpaal, BACKUP;c(4.517741, 52.464034)
Noordzee;Hollandse Kust Zuid platform Alpha;hollandsekust.zuid.alpha;Hollandse Kust Zuid platform Alpha;c(4.19569, 52.232547)
Noordzee;Oosterschelde Roompotsluis buiten;oosterschelde.roompotsluis.buiten;Oosterschelde Roompotsluis buiten;c(3.68, 51.619)
Noordzee;Buitenbanken west;buitenbanken.west;Buitenbanken west;c(2.97225, 51.79502)
Noordzee;Schiermonnikoog, Westgat;schiermonnikoog.westgat;Schiermonnikoog, Westgat;c(6.03565, 53.52612)
Noordzee;Hollandse Kust Noord Alpha;hollandsekust.noord.alpha;Hollandse Kust Noord Alpha;c(4.2935, 52.69777)
Noordzee;Eierlandse Gat;eierlandsegat;Eierlandse Gat;c(4.660347, 53.2762)
Noordzee;J6;j6;platform;c(2.95001, 53.816632)
Noordzee;Stortemelk, west;stortemelk.west;Stortemelk, west;c(4.995998, 53.320717)
Noordzee;A12 platform;a12;A12 platform;c(3.8, 55.383333)
Noordzee;IJmuiden, munitiestort, 1;ijmuiden.munitiestort.1;IJmuiden, munitiestort, 1;c(4.057019, 52.549225)
Noordzee;IJmuiden Munitiestort 2;ijmuiden.munitiestort.2;IJmuiden Munitiestort 2;c(4.0782, 52.568244)
Noordzee;Goeree, lichteiland;goeree.lichteiland;Goeree, lichteiland;c(3.668416, 51.925034)
Noordzee;Borssele Windpark Alpha platform;borsselealpha;Borssele Windpark Alpha platform;c(3.056707, 51.699921)
Noordzee;Stortemelk, oost;stortemelk.oost;Stortemelk, oost;c(5.102088, 53.321314)
Noordzee;Schiermonnikoog, noord;schiermonnikoog.noord;Schiermonnikoog, noord;c(6.165377, 53.594837)
Noordzee;Ameland Westgat platform;amelandwestgat;Ameland Westgat platform;c(5.94114, 53.49164)
Noordzee;Maasgeul 2;maasgeul.2;vh Maasvlakte noord boei;c(4.00326, 51.99386)
Noordzee;IJgeul, 2;ijgeul.2;voorheen IJmuiden 05;c(4.266748, 52.492281)
Noordzee;L9;l9;platform;c(4.966667, 53.616667)
Noordzee;Schaar Stroomgat;schaar.stroomgat;Schaar Stroomgat;c(3.09968, 51.65163)
Noordzee;K14;k14;platform;c(3.633333, 53.266667)
Noordzee;Westereems, west;westereems.west;Westereems, west;c(6.366667, 53.618056)
Noordzee;Europlatform 3;europlatform.3;boei;c(3.26647, 51.9978)
Noordzee;Europlatform;europlatform;Europlatform;c(3.275071, 51.99781)
Noordzee;Eurogeul, DWE;eurogeul.dwe;Eurogeul, DWE;c(2.998954, 51.947527)
Noordzee;Vlakte van de Raan Deurloo;vlaktevanderaan.deurloo;Vlakte van de Raan Deurloo;c(3.242044, 51.5027)
Noordzee;Eurogeul, E13;eurogeul.e13;Eurogeul, E13;c(3.741804, 52.009184)
Noordzee;F3;f3;platform;c(4.726133, 54.853199)
Noordzee;IJgeul, 3;ijgeul.3;voorheen IJgeul 1 boei;c(4.3, 52.49)
Noordzee;Hollandse kust, noord , deelgebied;hollandsekust.noord.deelgebied;Hollandse kust, noord , deelgebied;c(4.602027, 52.754793)
Noordzee;Ameland, Westgat;ameland.westgat;platform;c(5.941194, 53.491639)
Noordzee;K13a platform;k13a;K13a platform;c(3.218922, 53.217016)
Noordzee;Hollandse Kust, Zuid Windpark Noord;hollandsekust.zuid.windparknoord;Hollandse Kust, Zuid Windpark Noord;c(4.056, 52.393)
Noordzee;Oosterschelde, 11;oosterschelde.11;Oosterschelde, 11;c(3.480331, 51.64329)
Noordzee;Hollandse Kust, Zuid Windpark Zuid;hollandsekust.zuid.windparkzuid;Hollandse Kust, Zuid Windpark Zuid;c(4.0849, 52.244)
Noordzee;K13a meetboei;k13a.1;nabij platform;c(3.2217, 53.2155)
Noordzee;Hollandse Kust West Alpha;hollandsekust.west.alpha;Hollandse Kust West Alpha;c(3.8046, 52.67977)
Noordzee;Texel, Noordzee;texel.noordzee;Texel, Noordzee;c(4.733193, 53.120612)
Noordzee;Oosterschelde, 14;oosterschelde.14;Oosterschelde, 14;c(3.676908, 51.720117)
Noordzee;Scheveningen;scheveningen;Scheveningen;c(4.263563, 52.099035)
Noordzee;Terschelling, Noordzee;terschelling.noordzee;Terschelling, Noordzee;c(5.333033, 53.442486)
Noordzee;Hollandse Kust, Noord Windpark Zuid;hollandsekust.noord.windparkzuid;Hollandse Kust, Noord Windpark Zuid;c(4.325, 52.7)
Noordzee;Hollandse Kust, Noord Windpark Noord;hollandsekust.noord.windparknoord;Hollandse Kust, Noord Windpark Noord;c(4.285, 52.783)
Noordzee;Maasvlakte Amaliahaven;maasvlakte.amaliahaven;Maasvlakte Amaliahaven;c(3.99496, 51.96219)
Noordzee;Wierumergronden;wierumergronden;Wierumergronden;c(5.958261, 53.515827)
Noordzee;Hollandse kustzone, noord;hollandsekustzone.noord;Hollandse kustzone, noord;c(4.520678, 52.801489)
Noordzee;Hollandse kustzone, zuid;hollandsekustzone.zuid;Hollandse kustzone, zuid;c(4.202444, 52.208319)
Noordzee;Hollandse kustzone, midden;hollandsekustzone.midden;Hollandse kustzone, midden;c(4.416944, 52.490858)
Noordzee;Haringvliet, kustzone;haringvliet.kustzone;Haringvliet, kustzone;c(3.865528, 51.937486)
Noordzeekanaal;IJmuiden, T1;ijmuiden.t1;Noordzeekanaal tijdelijk voor IJmuiden1;c(4.626452, 52.464155)
Noordzeekanaal;IJmuiden, binnen toeleidingskanaal;ijmuiden.binnentoeleidingskanaal;kilometer 2;c(4.622005, 52.466014)
Noordzeekanaal;Westzaan;westzaan;kilometer 13;c(4.764255, 52.427822)
Noordzeekanaal;Velserkom;velsen.velserkom;Velserkom;c(4.623665, 52.467611)
Noordzeekanaal;Spaarndam, Zijkanaal C;spaarndam.zijkanaalc;Spaarndam, Zijkanaal C;c(4.693508, 52.420077)
Noordzeekanaal;Velsen-Zuid, Spaarndammerpolder;velsenzuid.spaarndammerpolder;Velsen-Zuid, Spaarndammerpolder;c(4.69707, 52.441489)
Noordzeekanaal;Buitenhuizen;buitenhuizen;kilometer 10;c(4.722711, 52.433277)
Noordzeekanaal;IJmuiden, noordersluis, oost;ijmuiden.noordersluis.oost;IJmuiden, noordersluis, oost;c(4.614, 52.4672)
Noordzeekanaal;Velsen Zuid Velsertunnel;velsenzuid.velsertunnel;Velsen Zuid Velsertunnel;c(4.655179, 52.461534)
Oosterschelde;Sint Annaland, Badstrand;sintannaland.badstrand;Sint Annaland, Badstrand;c(4.104683, 51.606822)
Oosterschelde;Katseveer, badstrand;katseveer.badstrand;Katseveer, badstrand;c(3.868421, 51.54039)
Oosterschelde;Sint Maartensdijk, Muiepolder, badstrand;sintmaartensdijk.muiepolder.badstrand;Sint Maartensdijk, Muiepolder, badstrand;c(4.062721, 51.536551)
Oosterschelde;Colijnsplaat, badstrand;colijnsplaat.badstrand;Colijnsplaat, badstrand;c(3.841332, 51.603504)
Oosterschelde;Ouwerkerk, Hoek van Ouwerkerk, badstrand;ouwerkerk.hoekvanouwerkerk.badstrand;Ouwerkerk, Hoek van Ouwerkerk, badstrand;c(3.961335, 51.616176)
Oosterschelde;Bergse Diepsluis, noord;bergsediepsluis.noord;badstrand;c(4.173062, 51.5124)
Oosterschelde;Wemeldinge, badstrand;wemeldinge.badstrand;Wemeldinge, badstrand;c(3.999621, 51.521166)
Oosterschelde;Yerseke, Postweg badstrand;yerseke.postwegbadstrand;Yerseke, Postweg badstrand;c(4.04369, 51.502533)
Oosterschelde;Krabbendijke, Roelshoek, badstrand;krabbendijke.roelshoek.badstrand;Krabbendijke, Roelshoek, badstrand;c(4.125464, 51.436473)
Oosterschelde;Sint Philipsland, badstrand;sintphilipsland.badstrand;Sint Philipsland, badstrand;c(4.170557, 51.616741)
Oosterschelde;Stavenisse, badstrand;stavenisse.badstrand;Stavenisse, badstrand;c(4.003615, 51.593832)
Oosterschelde;Grevelingendam, Plaat van Oude Tonge, badstrand;grevelingendam.plaatvanoudetonge.badstrand;Grevelingendam, Plaat van Oude Tonge, badstrand;c(4.140619, 51.676206)
Oosterschelde;Krammersluis laagbekken, badstrand;krammersluislaagbekken.badstrand;Krammersluis laagbekken, badstrand;c(4.17475, 51.648967)
Oosterschelde;Kamperland, De Roompot, badstrand;kamperland.deroompot.badstrand;Kamperland, De Roompot, badstrand;c(3.730112, 51.593171)
Oosterschelde;Wissenkerke;wissenkerke;Wissenkerke;c(3.720566, 51.601576)
Oosterschelde;Lodijkse Gat;lodijksegat;Lodijkse Gat;c(4.127053, 51.515274)
Oosterschelde;Zijpe;zijpe;Zijpe;c(4.096983, 51.644719)
Oosterschelde;Hammen, oost;hammen.oost;Hammen, oost;c(3.852695, 51.6602)
Oosterschelde;Keeten;keeten;Keeten;c(3.965277, 51.606947)
Oosterschelde;Wilhelminadorp, Galgenplaat;wilhelminadorp.galgenplaat;Wilhelminadorp, Galgenplaat;c(3.925206, 51.549835)
Oosterschelde;Marollegat;marollegat;Marollegat;c(4.191958, 51.479747)
Oosterschelde;Sint Philipsland Slaak zuid;sintphilipsland.slaak.zuid;OM2;c(4.15109, 51.65136)
Oosterschelde;Bruinisse Krammersluis laagbekken;bruinisse.krammersluis.laagbekken;Bruinisse Krammersluis laagbekken;c(4.160037, 51.658109)
Oosterschelde;Sint Philipsland Slaak oost;sintphilipsland.slaak.oost;OM3;c(4.17166, 51.6442)
Oosterschelde;Sint Philipsland Slaak noord;sintphilipsland.slaak.noord;OB1;c(4.15386, 51.65423)
Oosterschelde;Bruinisse Krammersluis sluis, Oosterschelde;bruinisse.krammersluis.oosterschelde.1;Bruinisse Krammersluis sluis, Oosterschelde;c(4.155639, 51.661389)
Oosterschelde;Plaat van Oude Tonge, oost;plaatvanoudetonge.oost;Plaat van Oude Tonge, oost;c(4.13955, 51.672527)
Oosterschelde;Bruinisse Krammersluizen Krammer Noord;bruinisse.krammersluizen.krammernoord;Bruinisse Krammersluizen Krammer Noord;c(4.127, 51.67008)
Oosterschelde;Krammersluis Oosterscheldezijde;bruinisse.krammersluis.oosterscheldezijde;Krammersluis Oosterscheldezijde;c(4.155639, 51.661389)
Oosterschelde;Stavenisse, keeten;stavenisse.keeten;Stavenisse, keeten;c(4.015242, 51.60037)
Oosterschelde;Roggenplaat;roggenplaat;Roggenplaat;c(3.80717, 51.63883)
Oosterschelde;Yerseke;yerseke;Yerseke;c(4.07513, 51.506154)
Oosterschelde;Sint Annaland, Haven Steiger;sintannaland.havensteiger;Sint Annaland, Haven Steiger;c(4.109586, 51.603596)
Oosterschelde;Tholen, Bergse Diepsluis, buiten;tholen.bergsediepsluis.buiten;west;c(4.165743, 51.511335)
Oosterschelde;Stavenisse;stavenisse;Stavenisse;c(4.004, 51.598)
Oosterschelde;Oosterschelde Roompotsluis binnen;oosterschelde.roompotsluis.binnen;Oosterschelde Roompotsluis binnen;c(3.688, 51.618)
Oosterschelde;Sint Annaland haven;sintannaland.oosterschelde;Sint Annaland haven;c(4.1096, 51.6036)
Oosterschelde;Bruinisse Krammersluis, Oosterschelde;bruinisse.krammersluis.oosterschelde.2;vh west;c(4.14228, 51.65922)
Oosterschelde;Krammersluizen west;krammersluizen.west;Krammersluizen west;c(4.14426368, 51.65934474)
Oosterschelde;Marollegat, oost;marollegat.oost;Marollegat, oost;c(4.199683, 51.475008)
Oude Maas;Puttershoek;puttershoek;Puttershoek;c(4.565993, 51.811648)
Oude Maas;Spijkenisse, Beerenplaat;spijkenisse.beerenplaat;linker oever km 996.1;c(4.420907, 51.839573)
Oude Maas;Spijkenisse, Oude Maas, Brug;spijkenisse.oudemaas.brug;voorheen Spijkenissebrug westelijke doorvaart, km1002.6;c(4.33986, 51.859612)
Oude Maas;Heinenoord, Goidschalxoord;heinenoord.goidschalxoord;Heinenoord, Goidschalxoord;c(4.451622, 51.830298)
Oude Maas;Spijkenisse, Oude Maas;spijkenisse.oudemaas;inlaat voedingskanaal;c(4.333954, 51.861661)
Oude Maas;Dordrecht Oude Maas 195;dordrecht.oudemaas.195;vh Duivelseiland;c(4.637853, 51.80448)
Oude Maas;Dordrecht Oude Maas 060;dordrecht.oudemaas.060;vh Duivelseiland;c(4.638971, 51.803489)
Oude Maas;Dordrecht Oude Maas 000;dordrecht.oudemaas.000;vh Duivelseiland;c(4.639463, 51.803042)
Oude Maas;Dordrecht Oude Maas 135;dordrecht.oudemaas.135;vh Duivelseiland;c(4.638353, 51.804043)
Oude Maas;Dordrecht Oude Maas 300;dordrecht.oudemaas.300;vh Duivelseiland;c(4.636999, 51.805266)
Oude Maas;Dordrecht Oude Maas 150;dordrecht.oudemaas.150;vh Duivelseiland;c(4.638221, 51.80415)
Oude Maas;Dordrecht Oude Maas 225;dordrecht.oudemaas.225;vh Duivelseiland;c(4.637617, 51.804703)
Oude Maas;Dordrecht Oude Maas 075;dordrecht.oudemaas.075;vh Duivelseiland;c(4.638839, 51.803596)
Oude Maas;Dordrecht Oude Maas 015;dordrecht.oudemaas.015;vh Duivelseiland;c(4.63934, 51.80315)
Oude Maas;Dordrecht Oude Maas 240;dordrecht.oudemaas.240;vh Duivelseiland;c(4.637485, 51.804819)
Oude Maas;Dordrecht Oude Maas 090;dordrecht.oudemaas.090;vh Duivelseiland;c(4.638721, 51.803704)
Oude Maas;Dordrecht Oude Maas 030;dordrecht.oudemaas.030;vh Duivelseiland;c(4.639222, 51.803266)
Oude Maas;Dordrecht Oude Maas 165;dordrecht.oudemaas.165;vh Duivelseiland;c(4.638103, 51.804266)
Oude Maas;Dordrecht Oude Maas 105;dordrecht.oudemaas.105;vh Duivelseiland;c(4.638603, 51.80382)
Oude Maas;Dordrecht Oude Maas 120;dordrecht.oudemaas.120;vh Duivelseiland;c(4.638471, 51.803927)
Oude Maas;Dordrecht Oude Maas 180;dordrecht.oudemaas.180;vh Duivelseiland;c(4.637985, 51.804373)
Oude Maas;Dordrecht Oude Maas 255;dordrecht.oudemaas.255;vh Duivelseiland;c(4.637367, 51.804926)
Oude Maas;Dordrecht Oude Maas 045;dordrecht.oudemaas.045;vh Duivelseiland;c(4.639089, 51.803373)
Oude Maas;Dordrecht Oude Maas 270;dordrecht.oudemaas.270;vh Duivelseiland;c(4.637235, 51.805042)
Oude Maas;Dordrecht Oude Maas 210;dordrecht.oudemaas.210;vh Duivelseiland;c(4.637735, 51.804596)
Oude Maas;Dordrecht Oude Maas 285;dordrecht.oudemaas.285;vh Duivelseiland;c(4.637117, 51.805149)
Pannerdensch Kanaal;Pannerden, Pannerdensch kanaal;pannerden.pannerdenschkanaal;Pannerden, Pannerdensch kanaal;c(6.03778, 51.87475)
Pannerdensch Kanaal;Pannerden, regelwerk, beneden;pannerden.regelwerk.beneden;Pannerden, regelwerk, beneden;c(6.029691, 51.888635)
Pannerdensch Kanaal;Pannerden, regelwerk, boven;pannerden.regelwerk.boven;Pannerden, regelwerk, boven;c(6.030013, 51.888013)
Prinses Margrietkanaal;Terherne boven;terherne.boven;Terherne boven;c(5.7706, 53.04488)
Prinses Margrietkanaal;Terherne beneden;terherne.beneden;Terherne beneden;c(5.76625, 53.04323)
Randmeren;Horst, strand Horst;horst.strandhorst;Horst, strand Horst;c(5.558089, 52.3091)
Randmeren;Strandeiland Harderwijk;strandeilandharderwijk;Strandeiland Harderwijk;c(5.612686, 52.350684)
Randmeren;Almere-Haven, zwemstrand;almerehaven.zwemstrand;Almere-Haven, zwemstrand;c(5.212678, 52.332849)
Randmeren;Biddinghuizen, Ellerstrand;biddinghuizen.ellerstrand;Biddinghuizen, Ellerstrand;c(5.769785, 52.423421)
Randmeren;Huizen, Harderwijkerzand;huizen.harderwijkerzand;Huizen, Harderwijkerzand;c(5.279813, 52.30211)
Randmeren;Hulshorst, Bad Hoophuizen;hulshorst.badhoophuizen;Hulshorst, Bad Hoophuizen;c(5.706468, 52.384756)
Randmeren;Erkemederstrand;erkemederstrand;Erkemederstrand;c(5.489192, 52.266946)
Randmeren;Elburg, Spijkstrand;elburg.spijkstrand;Elburg, Spijkstrand;c(5.811525, 52.455967)
Randmeren;Abbertstrand;abbertstrand;Abbertstrand;c(5.853608, 52.51092)
Randmeren;Beachstrand, Eemhof;beachstrand.eemhof;Beachstrand, Eemhof;c(5.390089, 52.259908)
Randmeren;Harderwijk, Veluwestrand, 1;harderwijk.veluwestrand.1;Harderwijk, Veluwestrand, 1;c(5.61478, 52.355371)
Randmeren;Riviera Beach, Zuid;rivierabeach.zuid;Riviera Beach, Zuid;c(5.800884, 52.442927)
Randmeren;Zilverstrand;zilverstrand;Zilverstrand;c(5.15171, 52.329032)
Randmeren;Riviera Beach, noord;rivierabeach.noord;Riviera Beach, noord;c(5.805669, 52.448052)
Randmeren;Bremerbaaistrand;bremerbaaistrand;Bremerbaaistrand;c(5.728318, 52.416349)
Randmeren;Recreatieoord Veluwe Strandbad;recreatieoordveluwestrandbad;Recreatieoord Veluwe Strandbad;c(5.821841, 52.453215)
Randmeren;Blaricum, strand Voorland;blaricum.strandvoorland;Blaricum, strand Voorland;c(5.29721, 52.297694)
Randmeren;De oude Pol;deoudepol;De oude Pol;c(5.727666, 52.39283)
Randmeren;Huizen, strand Zomerkade;huizen.strandzomerkade;Huizen, strand Zomerkade;c(5.258616, 52.306448)
Randmeren;Woldstrand;woldstrand;Woldstrand;c(5.548758, 52.327771)
Randmeren;Surfstrand Almere;surfstrandalmere;Surfstrand Almere;c(5.205274, 52.335004)
Randmeren;Strand RCN;strandrcn;Strand RCN;c(5.546889, 52.309816)
Randmeren;Laakse strand;laaksestrand;Laakse strand;c(5.440589, 52.257505)
Randmeren;Spakenburg, Recreatiepark 't Kleine Zeetje;spakenburg.recreatieparktkleinezeetje;Spakenburg, Recreatiepark 't Kleine Zeetje;c(5.375501, 52.260105)
Randmeren;Naarderbos;naarderbos;Naarderbos;c(5.144671, 52.317819)
Randmeren;Drontermeerdijk, kilometer 0.4;drontermeerdijk.km0p4;Drontermeerdijk, kilometer 0.4;c(5.856154, 52.541179)
Randmeren;Eemmeerdijk, kilometer 23;eemmeerdijk.km23;Eemmeerdijk, kilometer 23;c(5.355114, 52.278751)
Randmeren;Veluwemeer, midden;veluwemeer.midden;zwaartepunt Veluwemeer;c(5.677842, 52.400648)
Randmeren;Reve;reve;Reve;c(5.860605, 52.517857)
Randmeren;Strand Nulde, zuid;strandnulde.zuid;Strand Nulde, zuid;c(5.530751, 52.266642)
Randmeren;Dronten Reevesluis noord;dronten.reevesluis.vossemeer;Dronten Reevesluis noord;c(5.8575, 52.5198)
Randmeren;Dronten Reevesluis zuid;dronten.reevesluis.drontermeer;Dronten Reevesluis zuid;c(5.8575, 52.5181)
Randmeren;Nijkerk, Nuldernauw;nijkerk.nuldernauw;Nijkerk, Nuldernauw;c(5.475311, 52.262814)
Randmeren;Elburg Elburgerbrug;elburg.elburgerbrug;Elburg Elburgerbrug;c(5.817102, 52.457466)
Randmeren;Nijkerk, Nijkerkernauw;nijkerk.nijkerkernauw;Nijkerk, Nijkerkernauw;c(5.470182, 52.261739)
Randmeren;Zeewolde, De Zegge;zeewolde.dezegge;Zeewolde, De Zegge;c(5.56179, 52.333001)
Reevediep;Reevediep;reevediep;Reevediep;c(5.893674, 52.527562)
Reevediep;Kampen Scheeresluis beneden;kampen.scheeresluis.beneden;Kampen Scheeresluis beneden;c(5.94723, 52.5308)
Schelde-Rijnverbinding;Oesterdam, westzijde, badstrand;oesterdam.westzijde.badstrand;Oesterdam, westzijde, badstrand;c(4.219455, 51.478623)
Schelde-Rijnverbinding;Oesterdam;oesterdam;Oesterdam;c(4.227061, 51.473934)
Schelde-Rijnverbinding;Antwerps Kanaalpand, kilometer 02;antwerpskanaalpand.km2;Antwerps Kanaalpand, kilometer 02;c(4.245773, 51.38782)
Schelde-Rijnverbinding;Nieuw-Vossemeer;nieuwvossemeer;Nieuw-Vossemeer;c(4.201577, 51.584608)
Schelde-Rijnverbinding;Rilland, Bathse Spuikanaal, inloop;rilland.bathsespuikanaal.inloop;Rilland, Bathse Spuikanaal, inloop;c(4.22577, 51.46291)
Schelde-Rijnverbinding;Rilland, Antwerps kanaalpand;rilland.antwerpskanaalpand;linker oever km 1042;c(4.237887, 51.405709)
Markermeer;Uitdam, Noord, strand;uitdam.noord.strand;Uitdam, Noord, strand;c(5.076405, 52.42818)
